isn_vinculo;num_ano;num_mes;8;15;21;51;54;79;86;160;161;185;199;207;312;324;371;1232;1233;1352;1367;1369;1404;1454;1455;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
320492;2009;1;469.12;46.91;0.0;0.0;0.0;0.0;0.0;30.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12814996079579605;1;0.08551326569380224;0
329639;2009;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.74;0.0;0.0;0.0;274.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10622567141276235;1;0.08012470636267244;0
320492;2009;2;469.12;46.91;0.0;0.0;0.0;0.0;0.0;30.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12814996079579605;1;0.08551326569380224;0
329639;2009;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.74;0.0;0.0;0.0;274.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10622567141276235;1;0.08012470636267244;0
320492;2009;3;469.12;46.91;0.0;0.0;0.0;0.0;0.0;30.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12814996079579605;1;0.08551326569380224;0
329639;2009;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.74;0.0;0.0;0.0;274.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10622567141276235;1;0.08012470636267244;0
320492;2009;4;469.12;46.91;0.0;0.0;0.0;0.0;0.0;30.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12814996079579605;1;0.08551326569380224;0
329639;2009;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.74;0.0;0.0;0.0;274.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10622567141276235;1;0.08012470636267244;0
320492;2009;5;469.12;46.91;0.0;0.0;0.0;0.0;0.0;30.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12814996079579605;1;0.08551326569380224;0
329639;2009;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.74;0.0;0.0;0.0;274.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10622567141276235;1;0.08012470636267244;0
320492;2009;6;469.12;46.91;0.0;0.0;0.0;0.0;0.0;30.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12814996079579605;1;0.08551326569380224;0
329639;2009;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;225.74;0.0;0.0;0.0;274.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10622567141276235;1;0.08012470636267244;0
320492;2009;7;497.27;49.73;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1285515336372121;1;0.08010221378601368;0
